id,customer_code,customer_name,segment,value_tier,country
2933,C16900,客户_16900,零售型,中价值,United Kingdom
2934,C16902,客户_16902,批发型,高价值,United Kingdom
2935,C16903,客户_16903,零售型,低价值,United Kingdom
2936,C16904,客户_16904,零售型,高价值,United Kingdom
2937,C16905,客户_16905,零售型,高价值,United Kingdom
2938,C16906,客户_16906,零售型,低价值,United Kingdom
2939,C16907,客户_16907,零售型,高价值,United Kingdom
2940,C16909,客户_16909,批发型,中价值,United Kingdom
2941,C16910,客户_16910,零售型,高价值,United Kingdom
2942,C16912,客户_16912,批发型,高价值,United Kingdom
2943,C16913,客户_16913,零售型,低价值,United Kingdom
2944,C16914,客户_16914,零售型,低价值,United Kingdom
2945,C16915,客户_16915,零售型,低价值,United Kingdom
2946,C16916,客户_16916,零售型,中价值,United Kingdom
2947,C16918,客户_16918,零售型,中价值,United Kingdom
2948,C16919,客户_16919,零售型,高价值,United Kingdom
2949,C16921,客户_16921,零售型,低价值,United Kingdom
2950,C16923,客户_16923,零售型,高价值,United Kingdom
2951,C16924,客户_16924,零售型,中价值,United Kingdom
2952,C16926,客户_16926,零售型,低价值,United Kingdom
2953,C16927,客户_16927,批发型,中价值,United Kingdom
2954,C16928,客户_16928,批发型,高价值,United Kingdom
2955,C16929,客户_16929,批发型,高价值,United Kingdom
2956,C16930,客户_16930,批发型,低价值,United Kingdom
2957,C16931,客户_16931,零售型,高价值,United Kingdom
2958,C16932,客户_16932,零售型,低价值,United Kingdom
2959,C16933,客户_16933,批发型,中价值,United Kingdom
2960,C16934,客户_16934,批发型,中价值,United Kingdom
2961,C16936,客户_16936,零售型,中价值,United Kingdom
2962,C16938,客户_16938,零售型,高价值,United Kingdom
2963,C16940,客户_16940,批发型,高价值,United Kingdom
2964,C16942,客户_16942,零售型,高价值,United Kingdom
2965,C16943,客户_16943,批发型,中价值,United Kingdom
2966,C16945,客户_16945,批发型,高价值,United Kingdom
2967,C16947,客户_16947,批发型,中价值,United Kingdom
2968,C16948,客户_16948,批发型,中价值,United Kingdom
2969,C16949,客户_16949,批发型,中价值,United Kingdom
2970,C16950,客户_16950,批发型,中价值,United Kingdom
2971,C16951,客户_16951,批发型,中价值,United Kingdom
2972,C16952,客户_16952,批发型,低价值,United Kingdom
2973,C16954,客户_16954,批发型,高价值,United Kingdom
2974,C16955,客户_16955,零售型,中价值,United Kingdom
2975,C16956,客户_16956,批发型,中价值,United Kingdom
2976,C16959,客户_16959,批发型,低价值,United Kingdom
2977,C16960,客户_16960,零售型,低价值,United Kingdom
2978,C16961,客户_16961,零售型,低价值,United Kingdom
2979,C16963,客户_16963,批发型,低价值,United Kingdom
2980,C16965,客户_16965,零售型,低价值,United Kingdom
2981,C16966,客户_16966,批发型,高价值,United Kingdom
2982,C16967,客户_16967,批发型,中价值,United Kingdom
2983,C16968,客户_16968,批发型,低价值,United Kingdom
2984,C16969,客户_16969,批发型,中价值,United Kingdom
2985,C16971,客户_16971,零售型,中价值,United Kingdom
2986,C16978,客户_16978,零售型,低价值,United Kingdom
2987,C16979,客户_16979,零售型,高价值,United Kingdom
2988,C16980,客户_16980,零售型,中价值,United Kingdom
2989,C16982,客户_16982,批发型,中价值,United Kingdom
2990,C16983,客户_16983,批发型,高价值,United Kingdom
2991,C16984,客户_16984,零售型,高价值,United Kingdom
2992,C16985,客户_16985,批发型,高价值,United Kingdom
2993,C16986,客户_16986,批发型,低价值,United Kingdom
2994,C16987,客户_16987,零售型,中价值,United Kingdom
2995,C16992,客户_16992,批发型,中价值,United Kingdom
2996,C16996,客户_16996,批发型,高价值,United Kingdom
2997,C16998,客户_16998,批发型,高价值,United Kingdom
2998,C16999,客户_16999,零售型,低价值,United Kingdom
2999,C17001,客户_17001,批发型,高价值,United Kingdom
3000,C17002,客户_17002,批发型,中价值,United Kingdom
3001,C17004,客户_17004,批发型,中价值,United Kingdom
3002,C17006,客户_17006,零售型,中价值,United Kingdom
3003,C17007,客户_17007,零售型,中价值,United Kingdom
3004,C17010,客户_17010,批发型,低价值,United Kingdom
3005,C17011,客户_17011,批发型,低价值,United Kingdom
3006,C17014,客户_17014,零售型,低价值,United Kingdom
3007,C17015,客户_17015,批发型,高价值,United Kingdom
3008,C17017,客户_17017,批发型,高价值,United Kingdom
3009,C17018,客户_17018,批发型,高价值,United Kingdom
3010,C17019,客户_17019,零售型,高价值,United Kingdom
3011,C17025,客户_17025,批发型,低价值,United Kingdom
3012,C17027,客户_17027,零售型,中价值,United Kingdom
3013,C17030,客户_17030,零售型,低价值,United Kingdom
3014,C17031,客户_17031,批发型,低价值,United Kingdom
3015,C17033,客户_17033,批发型,中价值,United Kingdom
3016,C17034,客户_17034,批发型,中价值,United Kingdom
3017,C17035,客户_17035,零售型,低价值,United Kingdom
3018,C17037,客户_17037,批发型,中价值,United Kingdom
3019,C17041,客户_17041,批发型,高价值,United Kingdom
3020,C17042,客户_17042,批发型,中价值,United Kingdom
3021,C17043,客户_17043,批发型,高价值,United Kingdom
3022,C17046,客户_17046,批发型,低价值,United Kingdom
3023,C17047,客户_17047,批发型,中价值,United Kingdom
3024,C17048,客户_17048,批发型,中价值,United Kingdom
3025,C17049,客户_17049,批发型,高价值,United Kingdom
3026,C17050,客户_17050,零售型,高价值,United Kingdom
3027,C17051,客户_17051,零售型,低价值,United Kingdom
3028,C17052,客户_17052,零售型,中价值,United Kingdom
3029,C17053,客户_17053,批发型,中价值,United Kingdom
3030,C17054,客户_17054,零售型,高价值,United Kingdom
3031,C17058,客户_17058,零售型,中价值,United Kingdom
3032,C17059,客户_17059,零售型,高价值,United Kingdom
3033,C17061,客户_17061,批发型,高价值,United Kingdom
3034,C17062,客户_17062,零售型,中价值,United Kingdom
3035,C17063,客户_17063,批发型,高价值,United Kingdom
3036,C17064,客户_17064,零售型,中价值,United Kingdom
3037,C17068,客户_17068,批发型,高价值,United Kingdom
3038,C17069,客户_17069,批发型,高价值,United Kingdom
3039,C17070,客户_17070,零售型,低价值,United Kingdom
3040,C17071,客户_17071,批发型,高价值,United Kingdom
3041,C17073,客户_17073,零售型,中价值,United Kingdom
3042,C17075,客户_17075,零售型,低价值,United Kingdom
3043,C17076,客户_17076,零售型,低价值,United Kingdom
3044,C17078,客户_17078,批发型,低价值,United Kingdom
3045,C17080,客户_17080,批发型,低价值,United Kingdom
3046,C17081,客户_17081,零售型,低价值,United Kingdom
3047,C17082,客户_17082,批发型,高价值,United Kingdom
3048,C17083,客户_17083,批发型,中价值,United Kingdom
3049,C17084,客户_17084,批发型,高价值,United Kingdom
3050,C17085,客户_17085,零售型,中价值,United Kingdom
3051,C17086,客户_17086,批发型,中价值,United Kingdom
3052,C17088,客户_17088,批发型,高价值,United Kingdom
3053,C17090,客户_17090,批发型,中价值,United Kingdom
3054,C17091,客户_17091,批发型,高价值,United Kingdom
3055,C17092,客户_17092,批发型,高价值,United Kingdom
3056,C17095,客户_17095,批发型,中价值,United Kingdom
3057,C17096,客户_17096,批发型,中价值,United Kingdom
3058,C17097,客户_17097,零售型,中价值,United Kingdom
3059,C17100,客户_17100,批发型,高价值,United Kingdom
3060,C17101,客户_17101,批发型,高价值,United Kingdom
3061,C17105,客户_17105,批发型,中价值,United Kingdom
3062,C17107,客户_17107,零售型,高价值,United Kingdom
3063,C17109,客户_17109,零售型,中价值,United Kingdom
3064,C17110,客户_17110,零售型,低价值,United Kingdom
3065,C17111,客户_17111,批发型,低价值,United Kingdom
3066,C17114,客户_17114,零售型,中价值,United Kingdom
3067,C17115,客户_17115,批发型,中价值,United Kingdom
3068,C17117,客户_17117,批发型,低价值,United Kingdom
3069,C17119,客户_17119,批发型,低价值,United Kingdom
3070,C17120,客户_17120,批发型,中价值,United Kingdom
3071,C17123,客户_17123,批发型,低价值,United Kingdom
3072,C17124,客户_17124,零售型,低价值,United Kingdom
3073,C17125,客户_17125,批发型,中价值,United Kingdom
3074,C17126,客户_17126,零售型,中价值,United Kingdom
3075,C17128,客户_17128,零售型,低价值,United Kingdom
3076,C17131,客户_17131,零售型,中价值,United Kingdom
3077,C17133,客户_17133,批发型,高价值,United Kingdom
3078,C17134,客户_17134,零售型,低价值,United Kingdom
3079,C17135,客户_17135,批发型,中价值,United Kingdom
3080,C17138,客户_17138,零售型,低价值,United Kingdom
3081,C17139,客户_17139,批发型,高价值,United Kingdom
3082,C17140,客户_17140,批发型,低价值,United Kingdom
3083,C17142,客户_17142,零售型,高价值,United Kingdom
3084,C17144,客户_17144,批发型,中价值,United Kingdom
3085,C17146,客户_17146,零售型,低价值,United Kingdom
3086,C17147,客户_17147,批发型,中价值,United Kingdom
3087,C17154,客户_17154,批发型,低价值,United Kingdom
3088,C17155,客户_17155,批发型,高价值,United Kingdom
3089,C17157,客户_17157,批发型,低价值,United Kingdom
3090,C17158,客户_17158,批发型,高价值,United Kingdom
3091,C17159,客户_17159,批发型,高价值,United Kingdom
3092,C17160,客户_17160,批发型,高价值,United Kingdom
3093,C17162,客户_17162,批发型,中价值,United Kingdom
3094,C17164,客户_17164,批发型,高价值,United Kingdom
3095,C17165,客户_17165,批发型,低价值,United Kingdom
3096,C17169,客户_17169,批发型,中价值,United Kingdom
3097,C17171,客户_17171,批发型,低价值,United Kingdom
3098,C17172,客户_17172,批发型,中价值,United Kingdom
3099,C17173,客户_17173,批发型,高价值,United Kingdom
3100,C17174,客户_17174,零售型,低价值,United Kingdom
3101,C17175,客户_17175,批发型,高价值,United Kingdom
3102,C17179,客户_17179,零售型,中价值,United Kingdom
3103,C17180,客户_17180,零售型,中价值,United Kingdom
3104,C17181,客户_17181,零售型,低价值,United Kingdom
3105,C17183,客户_17183,批发型,高价值,United Kingdom
3106,C17188,客户_17188,批发型,高价值,United Kingdom
3107,C17189,客户_17189,零售型,中价值,United Kingdom
3108,C17190,客户_17190,批发型,低价值,United Kingdom
3109,C17191,客户_17191,零售型,高价值,United Kingdom
3110,C17193,客户_17193,批发型,中价值,United Kingdom
3111,C17194,客户_17194,零售型,低价值,United Kingdom
3112,C17197,客户_17197,批发型,中价值,United Kingdom
3113,C17198,客户_17198,零售型,中价值,United Kingdom
3114,C17201,客户_17201,零售型,中价值,United Kingdom
3115,C17203,客户_17203,零售型,高价值,United Kingdom
3116,C17204,客户_17204,批发型,高价值,United Kingdom
3117,C17205,客户_17205,批发型,高价值,United Kingdom
3118,C17211,客户_17211,零售型,高价值,United Kingdom
3119,C17213,客户_17213,零售型,高价值,United Kingdom
3120,C17214,客户_17214,零售型,高价值,United Kingdom
3121,C17217,客户_17217,零售型,低价值,United Kingdom
3122,C17218,客户_17218,零售型,中价值,United Kingdom
3123,C17219,客户_17219,批发型,低价值,United Kingdom
3124,C17220,客户_17220,零售型,高价值,United Kingdom
3125,C17221,客户_17221,零售型,低价值,United Kingdom
3126,C17222,客户_17222,零售型,中价值,United Kingdom
3127,C17223,客户_17223,零售型,低价值,United Kingdom
3128,C17226,客户_17226,零售型,低价值,United Kingdom
3129,C17227,客户_17227,批发型,高价值,United Kingdom
3130,C17228,客户_17228,零售型,高价值,United Kingdom
3131,C17229,客户_17229,零售型,低价值,United Kingdom
3132,C17230,客户_17230,批发型,高价值,United Kingdom
3133,C17231,客户_17231,零售型,高价值,United Kingdom
3134,C17232,客户_17232,批发型,中价值,United Kingdom
3135,C17233,客户_17233,批发型,低价值,United Kingdom
3136,C17235,客户_17235,零售型,中价值,United Kingdom
3137,C17236,客户_17236,零售型,中价值,United Kingdom
3138,C17237,客户_17237,零售型,低价值,United Kingdom
3139,C17238,客户_17238,零售型,高价值,United Kingdom
3140,C17239,客户_17239,批发型,中价值,United Kingdom
3141,C17242,客户_17242,批发型,中价值,United Kingdom
3142,C17243,客户_17243,零售型,高价值,United Kingdom
3143,C17244,客户_17244,批发型,中价值,United Kingdom
3144,C17245,客户_17245,批发型,低价值,United Kingdom
3145,C17247,客户_17247,零售型,低价值,United Kingdom
3146,C17248,客户_17248,零售型,低价值,United Kingdom
3147,C17250,客户_17250,零售型,中价值,United Kingdom
3148,C17251,客户_17251,零售型,低价值,United Kingdom
3149,C17252,客户_17252,零售型,低价值,United Kingdom
3150,C17253,客户_17253,零售型,低价值,United Kingdom
3151,C17254,客户_17254,零售型,低价值,United Kingdom
3152,C17255,客户_17255,零售型,低价值,United Kingdom
3153,C17259,客户_17259,零售型,中价值,United Kingdom
3154,C17262,客户_17262,批发型,高价值,United Kingdom
3155,C17263,客户_17263,零售型,低价值,United Kingdom
3156,C17265,客户_17265,零售型,低价值,United Kingdom
3157,C17266,客户_17266,零售型,低价值,United Kingdom
3158,C17267,客户_17267,零售型,低价值,United Kingdom
3159,C17268,客户_17268,批发型,低价值,United Kingdom
3160,C17272,客户_17272,批发型,高价值,United Kingdom
3161,C17274,客户_17274,零售型,低价值,United Kingdom
3162,C17277,客户_17277,零售型,中价值,United Kingdom
3163,C17279,客户_17279,批发型,低价值,United Kingdom
3164,C17282,客户_17282,零售型,高价值,United Kingdom
3165,C17284,客户_17284,零售型,高价值,United Kingdom
3166,C17286,客户_17286,零售型,低价值,United Kingdom
3167,C17287,客户_17287,零售型,高价值,United Kingdom
3168,C17288,客户_17288,零售型,中价值,United Kingdom
3169,C17289,客户_17289,零售型,高价值,United Kingdom
3170,C17290,客户_17290,零售型,中价值,United Kingdom
3171,C17293,客户_17293,零售型,高价值,United Kingdom
3172,C17295,客户_17295,零售型,中价值,United Kingdom
3173,C17297,客户_17297,零售型,低价值,United Kingdom
3174,C17298,客户_17298,批发型,低价值,United Kingdom
3175,C17299,客户_17299,批发型,低价值,United Kingdom
3176,C17301,客户_17301,零售型,低价值,United Kingdom
3177,C17302,客户_17302,批发型,中价值,United Kingdom
3178,C17303,客户_17303,零售型,低价值,United Kingdom
3179,C17306,客户_17306,批发型,高价值,United Kingdom
3180,C17309,客户_17309,零售型,低价值,United Kingdom
3181,C17311,客户_17311,批发型,高价值,United Kingdom
3182,C17312,客户_17312,批发型,低价值,United Kingdom
3183,C17313,客户_17313,批发型,高价值,United Kingdom
3184,C17314,客户_17314,批发型,高价值,United Kingdom
3185,C17315,客户_17315,零售型,高价值,United Kingdom
3186,C17317,客户_17317,批发型,中价值,United Kingdom
3187,C17320,客户_17320,零售型,中价值,United Kingdom
3188,C17321,客户_17321,零售型,低价值,United Kingdom
3189,C17323,客户_17323,零售型,中价值,United Kingdom
3190,C17324,客户_17324,批发型,中价值,United Kingdom
3191,C17325,客户_17325,批发型,低价值,United Kingdom
3192,C17329,客户_17329,零售型,中价值,United Kingdom
3193,C17333,客户_17333,批发型,低价值,United Kingdom
3194,C17334,客户_17334,批发型,低价值,United Kingdom
3195,C17337,客户_17337,零售型,中价值,United Kingdom
3196,C17338,客户_17338,零售型,高价值,United Kingdom
3197,C17339,客户_17339,零售型,中价值,United Kingdom
3198,C17340,客户_17340,批发型,高价值,United Kingdom
3199,C17341,客户_17341,零售型,高价值,United Kingdom
3200,C17344,客户_17344,零售型,低价值,United Kingdom
3201,C17345,客户_17345,零售型,中价值,United Kingdom
3202,C17346,客户_17346,零售型,高价值,United Kingdom
3203,C17348,客户_17348,零售型,高价值,United Kingdom
3204,C17349,客户_17349,批发型,低价值,United Kingdom
3205,C17350,客户_17350,批发型,高价值,United Kingdom
3206,C17351,客户_17351,零售型,高价值,United Kingdom
3207,C17353,客户_17353,批发型,高价值,United Kingdom
3208,C17356,客户_17356,批发型,低价值,United Kingdom
3209,C17357,客户_17357,零售型,低价值,United Kingdom
3210,C17358,客户_17358,零售型,低价值,United Kingdom
3211,C17360,客户_17360,零售型,中价值,United Kingdom
3212,C17361,客户_17361,零售型,低价值,United Kingdom
3213,C17362,客户_17362,零售型,低价值,United Kingdom
3214,C17364,客户_17364,零售型,高价值,United Kingdom
3215,C17365,客户_17365,批发型,高价值,United Kingdom
3216,C17367,客户_17367,零售型,低价值,United Kingdom
3217,C17368,客户_17368,零售型,高价值,United Kingdom
3218,C17370,客户_17370,批发型,中价值,United Kingdom
3219,C17371,客户_17371,零售型,低价值,United Kingdom
3220,C17372,客户_17372,零售型,高价值,United Kingdom
3221,C17373,客户_17373,批发型,中价值,United Kingdom
3222,C17374,客户_17374,零售型,低价值,United Kingdom
3223,C17375,客户_17375,零售型,低价值,United Kingdom
3224,C17376,客户_17376,零售型,低价值,United Kingdom
3225,C17377,客户_17377,零售型,高价值,United Kingdom
3226,C17379,客户_17379,零售型,低价值,United Kingdom
3227,C17381,客户_17381,批发型,高价值,United Kingdom
3228,C17383,客户_17383,零售型,低价值,United Kingdom
3229,C17385,客户_17385,零售型,低价值,United Kingdom
3230,C17386,客户_17386,零售型,高价值,United Kingdom
3231,C17387,客户_17387,批发型,高价值,United Kingdom
3232,C17389,客户_17389,批发型,高价值,United Kingdom
3233,C17392,客户_17392,零售型,低价值,United Kingdom
3234,C17396,客户_17396,批发型,高价值,United Kingdom
3235,C17397,客户_17397,零售型,中价值,United Kingdom
3236,C17398,客户_17398,零售型,低价值,United Kingdom
3237,C17400,客户_17400,零售型,高价值,United Kingdom
3238,C17402,客户_17402,零售型,高价值,United Kingdom
3239,C17403,客户_17403,零售型,低价值,United Kingdom
3240,C17404,客户_17404,批发型,高价值,United Kingdom
3241,C17405,客户_17405,批发型,中价值,United Kingdom
3242,C17406,客户_17406,零售型,高价值,United Kingdom
3243,C17409,客户_17409,批发型,中价值,United Kingdom
3244,C17410,客户_17410,批发型,高价值,United Kingdom
3245,C17411,客户_17411,批发型,中价值,United Kingdom
3246,C17412,客户_17412,批发型,中价值,United Kingdom
3247,C17414,客户_17414,批发型,高价值,United Kingdom
3248,C17415,客户_17415,零售型,低价值,United Kingdom
3249,C17416,客户_17416,批发型,高价值,United Kingdom
3250,C17418,客户_17418,批发型,中价值,United Kingdom
3251,C17419,客户_17419,批发型,高价值,United Kingdom
3252,C17420,客户_17420,批发型,中价值,United Kingdom
3253,C17422,客户_17422,批发型,高价值,United Kingdom
3254,C17423,客户_17423,批发型,中价值,United Kingdom
3255,C17425,客户_17425,批发型,中价值,United Kingdom
3256,C17426,客户_17426,批发型,高价值,United Kingdom
3257,C17427,客户_17427,批发型,中价值,United Kingdom
3258,C17428,客户_17428,批发型,高价值,United Kingdom
3259,C17429,客户_17429,批发型,低价值,United Kingdom
3260,C17431,客户_17431,批发型,低价值,United Kingdom
3261,C17432,客户_17432,零售型,中价值,United Kingdom
3262,C17433,客户_17433,零售型,低价值,United Kingdom
3263,C17434,客户_17434,批发型,高价值,United Kingdom
3264,C17436,客户_17436,批发型,中价值,United Kingdom
3265,C17440,客户_17440,批发型,低价值,United Kingdom
3266,C17442,客户_17442,批发型,高价值,United Kingdom
3267,C17444,客户_17444,批发型,高价值,United Kingdom
3268,C17446,客户_17446,批发型,低价值,United Kingdom
3269,C17447,客户_17447,批发型,中价值,United Kingdom
3270,C17449,客户_17449,零售型,高价值,United Kingdom
3271,C17450,客户_17450,批发型,高价值,United Kingdom
3272,C17451,客户_17451,批发型,高价值,United Kingdom
3273,C17453,客户_17453,批发型,中价值,United Kingdom
3274,C17454,客户_17454,零售型,低价值,United Kingdom
3275,C17455,客户_17455,批发型,低价值,United Kingdom
3276,C17456,客户_17456,批发型,低价值,United Kingdom
3277,C17457,客户_17457,批发型,高价值,United Kingdom
3278,C17458,客户_17458,批发型,低价值,United Kingdom
3279,C17459,客户_17459,零售型,中价值,United Kingdom
3280,C17460,客户_17460,零售型,低价值,United Kingdom
3281,C17461,客户_17461,零售型,中价值,United Kingdom
3282,C17462,客户_17462,批发型,中价值,United Kingdom
3283,C17463,客户_17463,零售型,高价值,United Kingdom
3284,C17464,客户_17464,批发型,中价值,United Kingdom
3285,C17466,客户_17466,零售型,中价值,United Kingdom
3286,C17469,客户_17469,批发型,高价值,United Kingdom
3287,C17470,客户_17470,批发型,中价值,United Kingdom
3288,C17472,客户_17472,零售型,中价值,United Kingdom
3289,C17475,客户_17475,批发型,中价值,United Kingdom
3290,C17480,客户_17480,批发型,中价值,United Kingdom
3291,C17481,客户_17481,批发型,中价值,United Kingdom
3292,C17483,客户_17483,零售型,中价值,United Kingdom
3293,C17486,客户_17486,批发型,低价值,United Kingdom
3294,C17489,客户_17489,批发型,低价值,United Kingdom
3295,C17490,客户_17490,批发型,高价值,United Kingdom
3296,C17491,客户_17491,批发型,高价值,United Kingdom
3297,C17495,客户_17495,批发型,中价值,United Kingdom
3298,C17496,客户_17496,批发型,低价值,United Kingdom
3299,C17498,客户_17498,零售型,低价值,United Kingdom
3300,C17499,客户_17499,批发型,中价值,United Kingdom
3301,C17501,客户_17501,零售型,低价值,United Kingdom
3302,C17502,客户_17502,批发型,中价值,United Kingdom
3303,C17503,客户_17503,批发型,中价值,United Kingdom
3304,C17504,客户_17504,批发型,高价值,United Kingdom
3305,C17505,客户_17505,批发型,中价值,United Kingdom
3306,C17506,客户_17506,批发型,低价值,United Kingdom
3307,C17507,客户_17507,零售型,中价值,United Kingdom
3308,C17509,客户_17509,批发型,高价值,United Kingdom
3309,C17510,客户_17510,批发型,低价值,United Kingdom
3310,C17511,客户_17511,批发型,高价值,United Kingdom
3311,C17512,客户_17512,批发型,高价值,United Kingdom
3312,C17514,客户_17514,零售型,低价值,United Kingdom
3313,C17515,客户_17515,零售型,中价值,United Kingdom
3314,C17516,客户_17516,零售型,中价值,United Kingdom
3315,C17519,客户_17519,批发型,高价值,United Kingdom
3316,C17520,客户_17520,批发型,低价值,United Kingdom
3317,C17521,客户_17521,批发型,低价值,United Kingdom
3318,C17522,客户_17522,批发型,高价值,United Kingdom
3319,C17523,客户_17523,零售型,中价值,United Kingdom
3320,C17524,客户_17524,批发型,低价值,United Kingdom
3321,C17526,客户_17526,批发型,低价值,United Kingdom
3322,C17527,客户_17527,批发型,中价值,United Kingdom
3323,C17528,客户_17528,零售型,高价值,United Kingdom
3324,C17530,客户_17530,零售型,高价值,United Kingdom
3325,C17531,客户_17531,批发型,中价值,United Kingdom
3326,C17535,客户_17535,批发型,低价值,United Kingdom
3327,C17537,客户_17537,零售型,中价值,United Kingdom
3328,C17538,客户_17538,批发型,低价值,United Kingdom
3329,C17540,客户_17540,批发型,中价值,United Kingdom
3330,C17542,客户_17542,零售型,低价值,United Kingdom
3331,C17545,客户_17545,零售型,中价值,United Kingdom
3332,C17550,客户_17550,零售型,低价值,United Kingdom
3333,C17551,客户_17551,零售型,低价值,United Kingdom
3334,C17552,客户_17552,批发型,中价值,United Kingdom
3335,C17554,客户_17554,批发型,中价值,United Kingdom
3336,C17555,客户_17555,零售型,中价值,United Kingdom
3337,C17556,客户_17556,批发型,中价值,United Kingdom
3338,C17557,客户_17557,批发型,中价值,United Kingdom
3339,C17560,客户_17560,批发型,低价值,United Kingdom
3340,C17561,客户_17561,零售型,低价值,United Kingdom
3341,C17562,客户_17562,批发型,中价值,United Kingdom
3342,C17564,客户_17564,零售型,低价值,United Kingdom
3343,C17566,客户_17566,零售型,中价值,United Kingdom
3344,C17567,客户_17567,批发型,高价值,United Kingdom
3345,C17569,客户_17569,零售型,低价值,United Kingdom
3346,C17571,客户_17571,零售型,中价值,United Kingdom
3347,C17572,客户_17572,批发型,低价值,United Kingdom
3348,C17573,客户_17573,批发型,低价值,United Kingdom
3349,C17576,客户_17576,零售型,高价值,United Kingdom
3350,C17578,客户_17578,批发型,低价值,United Kingdom
3351,C17579,客户_17579,批发型,中价值,United Kingdom
3352,C17580,客户_17580,零售型,低价值,United Kingdom
3353,C17581,客户_17581,批发型,高价值,United Kingdom
3354,C17582,客户_17582,零售型,低价值,United Kingdom
3355,C17584,客户_17584,零售型,中价值,United Kingdom
3356,C17585,客户_17585,零售型,中价值,United Kingdom
3357,C17588,客户_17588,批发型,高价值,United Kingdom
3358,C17589,客户_17589,零售型,高价值,United Kingdom
3359,C17590,客户_17590,零售型,中价值,United Kingdom
3360,C17591,客户_17591,零售型,高价值,United Kingdom
3361,C17593,客户_17593,批发型,高价值,United Kingdom
3362,C17594,客户_17594,批发型,中价值,United Kingdom
3363,C17595,客户_17595,零售型,低价值,United Kingdom
3364,C17596,客户_17596,零售型,高价值,United Kingdom
3365,C17597,客户_17597,批发型,高价值,United Kingdom
3366,C17600,客户_17600,批发型,低价值,United Kingdom
3367,C17601,客户_17601,批发型,低价值,United Kingdom
3368,C17602,客户_17602,零售型,高价值,United Kingdom
3369,C17603,客户_17603,批发型,低价值,United Kingdom
3370,C17604,客户_17604,零售型,中价值,United Kingdom
3371,C17608,客户_17608,零售型,低价值,United Kingdom
3372,C17609,客户_17609,零售型,中价值,United Kingdom
3373,C17611,客户_17611,零售型,高价值,United Kingdom
3374,C17612,客户_17612,批发型,高价值,United Kingdom
3375,C17613,客户_17613,批发型,高价值,United Kingdom
3376,C17614,客户_17614,零售型,低价值,United Kingdom
3377,C17615,客户_17615,零售型,低价值,United Kingdom
3378,C17618,客户_17618,零售型,中价值,United Kingdom
3379,C17619,客户_17619,零售型,低价值,United Kingdom
3380,C17620,客户_17620,零售型,低价值,United Kingdom
3381,C17621,客户_17621,批发型,低价值,United Kingdom
3382,C17623,客户_17623,批发型,低价值,United Kingdom
3383,C17624,客户_17624,批发型,中价值,United Kingdom
3384,C17625,客户_17625,零售型,高价值,United Kingdom
3385,C17629,客户_17629,批发型,高价值,United Kingdom
3386,C17630,客户_17630,零售型,中价值,United Kingdom
3387,C17631,客户_17631,零售型,低价值,United Kingdom
3388,C17633,客户_17633,批发型,高价值,United Kingdom
3389,C17634,客户_17634,零售型,高价值,United Kingdom
3390,C17636,客户_17636,批发型,低价值,United Kingdom
3391,C17637,客户_17637,批发型,中价值,United Kingdom
3392,C17642,客户_17642,批发型,低价值,United Kingdom
3393,C17644,客户_17644,批发型,高价值,United Kingdom
3394,C17646,客户_17646,零售型,中价值,United Kingdom
3395,C17647,客户_17647,零售型,低价值,United Kingdom
3396,C17648,客户_17648,零售型,高价值,United Kingdom
3397,C17649,客户_17649,零售型,中价值,United Kingdom
3398,C17651,客户_17651,批发型,高价值,United Kingdom
3399,C17652,客户_17652,批发型,高价值,United Kingdom
3400,C17653,客户_17653,批发型,中价值,United Kingdom
3401,C17654,客户_17654,零售型,低价值,United Kingdom
3402,C17655,客户_17655,批发型,高价值,United Kingdom
3403,C17656,客户_17656,批发型,中价值,United Kingdom
3404,C17658,客户_17658,批发型,低价值,United Kingdom
3405,C17659,客户_17659,批发型,高价值,United Kingdom
3406,C17660,客户_17660,零售型,低价值,United Kingdom
3407,C17663,客户_17663,批发型,中价值,United Kingdom
3408,C17664,客户_17664,批发型,中价值,United Kingdom
3409,C17667,客户_17667,批发型,中价值,United Kingdom
3410,C17668,客户_17668,批发型,中价值,United Kingdom
3411,C17669,客户_17669,批发型,高价值,United Kingdom
3412,C17670,客户_17670,批发型,低价值,United Kingdom
3413,C17671,客户_17671,零售型,低价值,United Kingdom
3414,C17672,客户_17672,批发型,高价值,United Kingdom
3415,C17673,客户_17673,零售型,中价值,United Kingdom
3416,C17675,客户_17675,批发型,高价值,United Kingdom
3417,C17676,客户_17676,批发型,高价值,United Kingdom
3418,C17677,客户_17677,批发型,高价值,United Kingdom
3419,C17679,客户_17679,批发型,高价值,United Kingdom
3420,C17680,客户_17680,批发型,低价值,United Kingdom
3421,C17682,客户_17682,批发型,高价值,United Kingdom
3422,C17684,客户_17684,批发型,低价值,United Kingdom
3423,C17685,客户_17685,批发型,高价值,United Kingdom
3424,C17686,客户_17686,批发型,高价值,United Kingdom
3425,C17690,客户_17690,零售型,高价值,United Kingdom
3426,C17691,客户_17691,批发型,低价值,United Kingdom
3427,C17692,客户_17692,批发型,低价值,United Kingdom
3428,C17693,客户_17693,批发型,低价值,United Kingdom
3429,C17694,客户_17694,批发型,低价值,United Kingdom
3430,C17695,客户_17695,批发型,中价值,United Kingdom
3431,C17696,客户_17696,批发型,高价值,United Kingdom
