id,record_date,cattle_id,farm_id,milk_yield,fat_rate,protein_rate,lactation_stage
25925,2026-05-15,533,2,29.3,3.97,3.4,泌乳中期
25926,2026-05-25,533,2,31.1,3.72,3.18,泌乳中期
25927,2026-05-05,534,2,28.8,3.92,3.19,泌乳初期
25928,2026-05-15,534,2,29.1,3.74,3.26,泌乳初期
25929,2026-05-25,534,2,29.4,3.79,3.25,泌乳初期
25930,2026-05-05,535,2,32.6,3.76,3.18,泌乳中期
25931,2026-05-15,535,2,30.9,3.78,3.17,泌乳中期
25932,2026-05-25,535,2,32.0,3.74,3.09,泌乳中期
25933,2026-05-05,536,2,27.8,3.93,3.29,泌乳初期
25934,2026-05-15,536,2,30.4,3.85,3.21,泌乳初期
25935,2026-05-25,536,2,30.6,3.94,3.23,泌乳初期
25936,2026-05-05,537,2,33.7,3.84,3.28,泌乳中期
25937,2026-05-15,537,2,30.1,3.98,3.13,泌乳中期
25938,2026-05-25,537,2,33.3,3.52,3.27,泌乳中期
25939,2026-05-05,539,2,26.5,5.2,3.83,泌乳中期
25940,2026-05-15,539,2,24.5,5.1,3.68,泌乳中期
25941,2026-05-25,539,2,28.5,5.11,3.72,泌乳中期
25942,2026-05-05,540,2,20.8,4.06,3.28,泌乳后期
25943,2026-05-15,540,2,20.9,4.19,3.25,泌乳后期
25944,2026-05-25,540,2,20.2,3.82,3.3,泌乳后期
25945,2026-05-05,541,3,22.4,4.08,3.36,泌乳后期
25946,2026-05-15,541,3,21.9,3.95,3.29,泌乳后期
25947,2026-05-25,541,3,21.6,3.92,3.31,泌乳后期
25948,2026-05-05,542,3,18.2,4.56,3.48,泌乳中期
25949,2026-05-15,542,3,18.3,4.48,3.42,泌乳中期
25950,2026-05-25,542,3,19.1,4.28,3.51,泌乳中期
25951,2026-05-05,543,3,24.6,3.88,3.36,泌乳初期
25952,2026-05-15,543,3,24.0,4.03,3.35,泌乳初期
25953,2026-05-25,543,3,23.6,4.16,3.33,泌乳初期
25954,2026-05-05,544,3,26.6,3.78,3.17,泌乳初期
25955,2026-05-15,544,3,27.4,3.88,3.38,泌乳初期
25956,2026-05-25,544,3,28.3,4.11,3.11,泌乳初期
25957,2026-05-05,545,3,18.5,4.41,3.5,泌乳中期
25958,2026-05-15,545,3,19.0,4.33,3.33,泌乳中期
25959,2026-05-25,545,3,20.3,4.25,3.45,泌乳中期
25960,2026-05-05,546,3,24.1,4.05,3.39,泌乳初期
25961,2026-05-15,546,3,23.2,3.89,3.3,泌乳初期
25962,2026-05-25,546,3,23.5,4.27,3.21,泌乳初期
25963,2026-05-05,547,3,27.6,3.85,3.31,泌乳初期
25964,2026-05-15,547,3,28.8,3.86,3.06,泌乳初期
25965,2026-05-25,547,3,26.0,3.87,3.16,泌乳初期
25966,2026-05-05,549,3,31.1,3.89,3.31,泌乳中期
25967,2026-05-15,549,3,29.7,3.77,3.12,泌乳中期
25968,2026-05-25,549,3,32.0,3.81,3.21,泌乳中期
25969,2026-05-05,550,3,28.4,3.84,3.13,泌乳初期
25970,2026-05-15,550,3,28.1,3.86,3.34,泌乳初期
25971,2026-05-25,550,3,29.0,4.01,3.14,泌乳初期
25972,2026-05-05,552,3,26.6,4.04,3.23,泌乳中期
25973,2026-05-15,552,3,27.4,3.67,3.33,泌乳中期
25974,2026-05-25,552,3,27.8,3.96,3.2,泌乳中期
25975,2026-05-05,553,3,24.0,4.09,3.38,泌乳初期
25976,2026-05-15,553,3,23.3,3.96,3.3,泌乳初期
25977,2026-05-25,553,3,25.7,3.66,3.29,泌乳初期
25978,2026-05-05,555,3,28.9,3.73,3.37,泌乳初期
25979,2026-05-15,555,3,26.9,4.03,3.3,泌乳初期
25980,2026-05-25,555,3,27.1,3.75,3.27,泌乳初期
25981,2026-05-05,556,3,23.2,5.31,3.97,泌乳中期
25982,2026-05-15,556,3,24.2,5.3,3.93,泌乳中期
25983,2026-05-25,556,3,25.6,5.17,3.73,泌乳中期
25984,2026-05-05,557,3,20.6,4.34,3.44,泌乳中期
25985,2026-05-15,557,3,21.7,4.37,3.37,泌乳中期
25986,2026-05-25,557,3,19.9,4.18,3.54,泌乳中期
25987,2026-05-05,560,3,17.7,5.3,3.8,泌乳后期
25988,2026-05-15,560,3,17.5,5.41,3.89,泌乳后期
25989,2026-05-25,560,3,16.7,5.25,3.82,泌乳后期
25990,2026-05-05,561,3,21.5,3.96,3.35,泌乳后期
25991,2026-05-15,561,3,22.5,4.09,3.34,泌乳后期
25992,2026-05-25,561,3,23.3,4.1,3.25,泌乳后期
25993,2026-05-05,562,3,21.1,3.8,3.35,泌乳后期
25994,2026-05-15,562,3,21.9,4.18,3.27,泌乳后期
25995,2026-05-25,562,3,20.5,4.0,3.28,泌乳后期
25996,2026-05-05,563,3,27.6,3.97,3.18,泌乳初期
25997,2026-05-15,563,3,28.0,3.83,3.3,泌乳初期
25998,2026-05-25,563,3,28.5,4.02,3.2,泌乳初期
25999,2026-05-05,564,3,28.9,4.14,3.38,泌乳初期
26000,2026-05-15,564,3,29.3,3.76,3.38,泌乳初期
26001,2026-05-25,564,3,29.4,3.72,3.23,泌乳初期
26002,2026-05-05,565,3,18.3,5.26,3.88,泌乳初期
26003,2026-05-15,565,3,19.1,5.28,3.94,泌乳初期
26004,2026-05-25,565,3,20.4,5.35,3.87,泌乳初期
26005,2026-05-05,567,3,27.2,3.77,3.3,泌乳中期
26006,2026-05-15,567,3,24.5,3.91,3.3,泌乳中期
26007,2026-05-25,567,3,25.1,3.82,3.28,泌乳中期
26008,2026-05-05,568,3,32.0,3.95,3.23,泌乳中期
26009,2026-05-15,568,3,30.0,3.83,3.2,泌乳中期
26010,2026-05-25,568,3,30.7,3.76,3.26,泌乳中期
26011,2026-05-05,569,3,20.8,5.47,3.81,泌乳初期
26012,2026-05-15,569,3,23.1,5.25,3.8,泌乳初期
26013,2026-05-25,569,3,20.5,5.63,3.77,泌乳初期
26014,2026-05-05,570,3,21.2,5.34,3.8,泌乳中期
26015,2026-05-15,570,3,20.2,5.33,3.92,泌乳中期
26016,2026-05-25,570,3,20.9,5.32,3.84,泌乳中期
26017,2026-05-05,571,3,29.6,3.9,3.2,泌乳中期
26018,2026-05-15,571,3,32.5,3.76,3.26,泌乳中期
26019,2026-05-25,571,3,29.4,3.77,3.22,泌乳中期
26020,2026-05-05,574,3,29.0,3.82,3.27,泌乳初期
26021,2026-05-15,574,3,28.3,3.97,3.3,泌乳初期
26022,2026-05-25,574,3,28.4,4.08,3.22,泌乳初期
26023,2026-05-05,575,3,19.4,5.53,3.88,泌乳初期
26024,2026-05-15,575,3,18.7,5.58,3.85,泌乳初期
26025,2026-05-25,575,3,18.9,5.34,3.8,泌乳初期
26026,2026-05-05,576,3,19.4,3.98,3.4,泌乳后期
26027,2026-05-15,576,3,20.1,4.14,3.39,泌乳后期
26028,2026-05-25,576,3,19.6,3.83,3.28,泌乳后期
26029,2026-05-05,577,3,15.1,4.35,3.52,泌乳后期
26030,2026-05-15,577,3,15.9,4.31,3.58,泌乳后期
26031,2026-05-25,577,3,15.4,4.32,3.54,泌乳后期
26032,2026-05-05,578,3,28.9,3.94,3.24,泌乳中期
26033,2026-05-15,578,3,30.8,3.77,3.45,泌乳中期
26034,2026-05-25,578,3,31.3,3.97,3.29,泌乳中期
26035,2026-05-05,579,3,26.4,4.1,3.16,泌乳中期
26036,2026-05-15,579,3,29.0,3.85,3.23,泌乳中期
26037,2026-05-25,579,3,26.0,4.05,3.29,泌乳中期
26038,2026-05-05,580,3,27.4,3.94,3.17,泌乳初期
26039,2026-05-15,580,3,26.7,3.95,3.31,泌乳初期
26040,2026-05-25,580,3,28.1,3.86,3.18,泌乳初期
26041,2026-05-05,581,3,20.2,3.96,3.16,泌乳后期
26042,2026-05-15,581,3,20.9,4.29,3.24,泌乳后期
26043,2026-05-25,581,3,22.6,3.98,3.16,泌乳后期
26044,2026-05-05,582,3,17.4,5.29,3.85,泌乳后期
26045,2026-05-15,582,3,17.7,5.28,3.94,泌乳后期
26046,2026-05-25,582,3,18.5,5.38,3.96,泌乳后期
26047,2026-05-05,585,3,29.9,4.03,3.32,泌乳中期
26048,2026-05-15,585,3,30.0,3.77,3.13,泌乳中期
26049,2026-05-25,585,3,31.2,3.85,3.28,泌乳中期
26050,2026-05-05,586,3,28.6,3.88,3.17,泌乳中期
26051,2026-05-15,586,3,28.5,3.81,3.21,泌乳中期
26052,2026-05-25,586,3,31.0,3.66,3.3,泌乳中期
26053,2026-05-05,587,3,29.1,3.83,3.26,泌乳中期
26054,2026-05-15,587,3,27.9,4.09,3.34,泌乳中期
26055,2026-05-25,587,3,29.0,3.83,3.17,泌乳中期
26056,2026-05-05,589,3,25.7,4.03,3.31,泌乳初期
26057,2026-05-15,589,3,21.8,4.1,3.33,泌乳初期
26058,2026-05-25,589,3,22.7,4.04,3.25,泌乳初期
26059,2026-05-05,591,3,29.5,3.8,3.26,泌乳中期
26060,2026-05-15,591,3,31.0,3.84,3.16,泌乳中期
26061,2026-05-25,591,3,30.1,4.0,3.24,泌乳中期
26062,2026-05-05,592,3,32.3,3.92,3.2,泌乳中期
26063,2026-05-15,592,3,28.4,3.82,3.23,泌乳中期
26064,2026-05-25,592,3,30.6,3.72,3.14,泌乳中期
26065,2026-05-05,593,3,26.0,3.85,3.23,泌乳初期
26066,2026-05-15,593,3,28.6,3.84,3.14,泌乳初期
26067,2026-05-25,593,3,28.9,3.96,3.31,泌乳初期
26068,2026-05-05,594,3,31.5,3.66,3.36,泌乳中期
26069,2026-05-15,594,3,31.1,3.77,3.23,泌乳中期
26070,2026-05-25,594,3,30.3,3.73,3.31,泌乳中期
26071,2026-05-05,595,3,20.6,3.85,3.34,泌乳后期
26072,2026-05-15,595,3,21.0,3.89,3.33,泌乳后期
26073,2026-05-25,595,3,21.8,4.05,3.35,泌乳后期
26074,2026-05-05,596,3,25.2,3.96,3.22,泌乳中期
26075,2026-05-15,596,3,25.0,3.88,3.29,泌乳中期
26076,2026-05-25,596,3,24.6,4.0,3.18,泌乳中期
26077,2026-05-05,597,3,26.3,3.94,3.27,泌乳中期
26078,2026-05-15,597,3,26.1,3.71,3.3,泌乳中期
26079,2026-05-25,597,3,26.6,3.82,3.23,泌乳中期
26080,2026-05-05,598,3,25.7,3.93,3.23,泌乳初期
26081,2026-05-15,598,3,23.5,3.89,3.28,泌乳初期
26082,2026-05-25,598,3,24.7,4.09,3.28,泌乳初期
26083,2026-05-05,599,3,19.0,4.33,3.51,泌乳初期
26084,2026-05-15,599,3,18.6,4.23,3.46,泌乳初期
26085,2026-05-25,599,3,18.8,4.35,3.51,泌乳初期
26086,2026-05-05,600,3,24.1,3.97,3.33,泌乳中期
26087,2026-05-15,600,3,25.4,3.9,3.28,泌乳中期
26088,2026-05-25,600,3,25.6,3.87,3.15,泌乳中期
26089,2026-05-05,602,3,15.0,4.25,3.6,泌乳后期
26090,2026-05-15,602,3,16.2,4.51,3.52,泌乳后期
26091,2026-05-25,602,3,16.8,4.46,3.43,泌乳后期
26092,2026-05-05,603,3,27.8,4.05,3.14,泌乳初期
26093,2026-05-15,603,3,26.6,3.81,3.14,泌乳初期
26094,2026-05-25,603,3,29.6,3.85,3.25,泌乳初期
26095,2026-05-05,604,3,22.2,5.41,3.79,泌乳初期
26096,2026-05-15,604,3,19.9,5.23,3.73,泌乳初期
26097,2026-05-25,604,3,19.5,5.33,3.97,泌乳初期
26098,2026-05-05,605,3,31.0,3.59,3.27,泌乳中期
26099,2026-05-15,605,3,31.2,4.0,3.19,泌乳中期
26100,2026-05-25,605,3,29.7,3.85,3.17,泌乳中期
26101,2026-05-05,607,3,22.5,5.61,3.84,泌乳初期
26102,2026-05-15,607,3,23.5,5.28,3.81,泌乳初期
26103,2026-05-25,607,3,21.9,5.02,3.88,泌乳初期
26104,2026-05-05,608,3,19.3,4.14,3.5,泌乳后期
26105,2026-05-15,608,3,20.2,4.03,3.31,泌乳后期
26106,2026-05-25,608,3,20.0,3.97,3.25,泌乳后期
26107,2026-05-05,609,3,28.6,3.81,3.32,泌乳初期
26108,2026-05-15,609,3,26.6,3.97,3.2,泌乳初期
26109,2026-05-25,609,3,28.2,3.81,3.3,泌乳初期
26110,2026-05-05,610,3,25.6,3.71,3.25,泌乳中期
26111,2026-05-15,610,3,26.1,3.94,3.3,泌乳中期
26112,2026-05-25,610,3,25.9,4.03,3.25,泌乳中期
26113,2026-05-05,611,3,23.4,4.08,3.39,泌乳初期
26114,2026-05-15,611,3,22.5,4.23,3.27,泌乳初期
26115,2026-05-25,611,3,23.2,3.98,3.26,泌乳初期
26116,2026-05-05,612,3,28.4,3.73,3.34,泌乳初期
26117,2026-05-15,612,3,27.6,3.9,3.29,泌乳初期
26118,2026-05-25,612,3,27.5,4.08,3.24,泌乳初期
26119,2026-05-05,613,3,12.8,4.64,3.39,泌乳后期
26120,2026-05-15,613,3,12.4,4.55,3.56,泌乳后期
26121,2026-05-25,613,3,13.2,4.31,3.51,泌乳后期
26122,2026-05-05,614,3,27.5,4.06,3.32,泌乳中期
26123,2026-05-15,614,3,27.2,3.91,3.18,泌乳中期
26124,2026-05-25,614,3,29.7,3.85,3.22,泌乳中期
26125,2026-05-05,615,3,26.8,3.9,3.19,泌乳中期
26126,2026-05-15,615,3,27.4,3.93,3.34,泌乳中期
26127,2026-05-25,615,3,28.8,3.96,3.32,泌乳中期
26128,2026-05-05,616,3,14.4,4.53,3.53,泌乳后期
26129,2026-05-15,616,3,13.5,4.39,3.39,泌乳后期
26130,2026-05-25,616,3,14.0,4.55,3.52,泌乳后期
26131,2026-05-05,617,3,24.3,3.61,3.3,泌乳初期
26132,2026-05-15,617,3,22.5,4.07,3.16,泌乳初期
26133,2026-05-25,617,3,23.4,4.0,3.2,泌乳初期
26134,2026-05-05,618,3,21.8,3.9,3.22,泌乳后期
26135,2026-05-15,618,3,23.0,3.89,3.08,泌乳后期
26136,2026-05-25,618,3,21.6,3.96,3.26,泌乳后期
26137,2026-05-05,619,3,18.7,4.5,3.48,泌乳初期
26138,2026-05-15,619,3,19.3,4.22,3.43,泌乳初期
26139,2026-05-25,619,3,19.9,4.28,3.43,泌乳初期
26140,2026-05-05,620,3,19.7,4.01,3.33,泌乳后期
26141,2026-05-15,620,3,19.7,3.91,3.29,泌乳后期
26142,2026-05-25,620,3,19.9,3.97,3.35,泌乳后期
26143,2026-05-05,621,3,29.2,3.98,3.26,泌乳中期
26144,2026-05-15,621,3,29.7,3.99,3.22,泌乳中期
26145,2026-05-25,621,3,28.5,3.86,3.25,泌乳中期
26146,2026-05-05,622,3,29.1,4.02,3.17,泌乳中期
26147,2026-05-15,622,3,30.5,4.02,3.31,泌乳中期
26148,2026-05-25,622,3,31.9,3.93,3.23,泌乳中期
26149,2026-05-05,623,3,29.1,3.7,3.26,泌乳中期
26150,2026-05-15,623,3,30.7,3.77,3.25,泌乳中期
26151,2026-05-25,623,3,27.6,3.79,3.35,泌乳中期
26152,2026-05-05,624,3,21.3,4.22,3.31,泌乳后期
26153,2026-05-15,624,3,21.8,4.09,3.12,泌乳后期
26154,2026-05-25,624,3,22.5,4.05,3.23,泌乳后期
26155,2026-05-05,625,3,20.7,3.96,3.21,泌乳后期
26156,2026-05-15,625,3,22.0,4.19,3.24,泌乳后期
26157,2026-05-25,625,3,21.2,3.99,3.31,泌乳后期
26158,2026-05-05,626,3,20.3,3.97,3.37,泌乳后期
26159,2026-05-15,626,3,21.3,4.16,3.3,泌乳后期
26160,2026-05-25,626,3,21.3,3.95,3.2,泌乳后期
26161,2026-05-05,627,3,21.5,5.51,3.77,泌乳初期
26162,2026-05-15,627,3,22.0,5.28,3.84,泌乳初期
26163,2026-05-25,627,3,20.8,5.25,3.78,泌乳初期
26164,2026-05-05,628,3,18.1,4.18,3.55,泌乳初期
26165,2026-05-15,628,3,18.2,4.32,3.54,泌乳初期
26166,2026-05-25,628,3,19.6,4.52,3.44,泌乳初期
26167,2026-05-05,629,3,28.5,3.96,3.35,泌乳初期
26168,2026-05-15,629,3,25.5,4.0,3.37,泌乳初期
26169,2026-05-25,629,3,28.0,4.03,3.25,泌乳初期
26170,2026-05-05,630,3,19.8,4.21,3.34,泌乳后期
26171,2026-05-15,630,3,18.2,3.97,3.25,泌乳后期
26172,2026-05-25,630,3,17.9,3.9,3.33,泌乳后期
26173,2026-05-05,631,3,18.0,4.45,3.44,泌乳初期
26174,2026-05-15,631,3,16.6,4.52,3.55,泌乳初期
26175,2026-05-25,631,3,18.3,4.41,3.61,泌乳初期
26176,2026-05-05,632,3,22.8,5.39,3.79,泌乳初期
26177,2026-05-15,632,3,22.3,5.4,3.71,泌乳初期
26178,2026-05-25,632,3,22.6,5.38,3.81,泌乳初期
26179,2026-05-05,633,3,19.5,4.03,3.32,泌乳后期
26180,2026-05-15,633,3,19.3,4.18,3.19,泌乳后期
26181,2026-05-25,633,3,17.2,4.08,3.38,泌乳后期
26182,2026-05-05,634,3,20.8,5.31,3.84,泌乳初期
26183,2026-05-15,634,3,22.6,5.15,3.84,泌乳初期
26184,2026-05-25,634,3,22.9,5.32,3.87,泌乳初期
26185,2026-05-05,635,3,16.2,4.45,3.52,泌乳初期
26186,2026-05-15,635,3,16.3,4.56,3.52,泌乳初期
26187,2026-05-25,635,3,16.2,4.43,3.5,泌乳初期
26188,2026-05-05,636,3,23.2,4.07,3.33,泌乳后期
26189,2026-05-15,636,3,22.2,3.77,3.23,泌乳后期
26190,2026-05-25,636,3,22.2,3.76,3.27,泌乳后期
26191,2026-05-05,637,3,18.6,4.31,3.52,泌乳初期
26192,2026-05-15,637,3,18.9,4.27,3.47,泌乳初期
26193,2026-05-25,637,3,20.0,4.54,3.39,泌乳初期
26194,2026-05-05,639,3,21.5,5.06,3.75,泌乳中期
26195,2026-05-15,639,3,21.6,5.34,3.83,泌乳中期
26196,2026-05-25,639,3,21.1,5.31,3.79,泌乳中期
26197,2026-05-05,640,3,20.5,4.11,3.19,泌乳后期
26198,2026-05-15,640,3,20.0,4.18,3.22,泌乳后期
26199,2026-05-25,640,3,19.6,3.96,3.42,泌乳后期
26200,2026-05-05,641,3,22.5,3.98,3.25,泌乳后期
26201,2026-05-15,641,3,21.9,3.71,3.21,泌乳后期
26202,2026-05-25,641,3,21.5,4.11,3.23,泌乳后期
26203,2026-05-05,642,3,27.3,3.91,3.31,泌乳初期
26204,2026-05-15,642,3,29.2,3.81,3.28,泌乳初期
26205,2026-05-25,642,3,28.7,4.1,3.12,泌乳初期
26206,2026-05-05,644,3,29.9,3.83,3.21,泌乳中期
26207,2026-05-15,644,3,29.7,3.8,3.2,泌乳中期
26208,2026-05-25,644,3,27.2,3.88,3.08,泌乳中期
26209,2026-05-05,645,3,17.5,5.51,3.78,泌乳后期
26210,2026-05-15,645,3,18.5,5.32,3.82,泌乳后期
26211,2026-05-25,645,3,17.4,5.09,3.8,泌乳后期
26212,2026-05-05,646,3,30.1,3.84,3.25,泌乳中期
26213,2026-05-15,646,3,31.6,3.94,3.22,泌乳中期
26214,2026-05-25,646,3,29.3,3.91,3.22,泌乳中期
26215,2026-05-05,647,3,23.8,4.19,3.27,泌乳初期
26216,2026-05-15,647,3,23.5,3.87,3.26,泌乳初期
26217,2026-05-25,647,3,24.1,3.85,3.16,泌乳初期
26218,2026-05-05,649,3,29.7,3.73,3.2,泌乳中期
26219,2026-05-15,649,3,27.2,3.86,3.23,泌乳中期
26220,2026-05-25,649,3,31.3,3.76,3.1,泌乳中期
26221,2026-05-05,650,3,20.6,4.21,3.44,泌乳中期
26222,2026-05-15,650,3,21.2,4.27,3.5,泌乳中期
26223,2026-05-25,650,3,19.8,4.33,3.52,泌乳中期
26224,2026-05-05,651,3,30.9,3.86,3.28,泌乳中期
26225,2026-05-15,651,3,28.9,3.87,3.17,泌乳中期
26226,2026-05-25,651,3,30.7,3.66,3.19,泌乳中期
26227,2026-05-05,652,3,27.9,3.82,3.12,泌乳中期
26228,2026-05-15,652,3,28.5,3.84,3.28,泌乳中期
26229,2026-05-25,652,3,31.0,3.85,3.24,泌乳中期
26230,2026-05-05,653,3,15.7,4.37,3.46,泌乳初期
26231,2026-05-15,653,3,16.9,4.68,3.5,泌乳初期
26232,2026-05-25,653,3,15.6,4.61,3.6,泌乳初期
26233,2026-05-05,654,3,31.0,3.88,3.41,泌乳中期
26234,2026-05-15,654,3,27.8,3.97,3.18,泌乳中期
26235,2026-05-25,654,3,26.9,3.87,3.14,泌乳中期
26236,2026-05-05,655,3,23.5,5.39,3.78,泌乳中期
26237,2026-05-15,655,3,23.8,5.01,3.71,泌乳中期
26238,2026-05-25,655,3,25.8,5.04,3.81,泌乳中期
26239,2026-05-05,656,3,22.0,4.16,3.36,泌乳后期
26240,2026-05-15,656,3,21.3,3.84,3.26,泌乳后期
26241,2026-05-25,656,3,22.9,3.99,3.23,泌乳后期
26242,2026-05-05,657,3,12.5,4.49,3.52,泌乳后期
26243,2026-05-15,657,3,13.2,4.5,3.57,泌乳后期
26244,2026-05-25,657,3,13.0,4.43,3.45,泌乳后期
26245,2026-05-05,658,3,21.9,4.09,3.28,泌乳后期
26246,2026-05-15,658,3,21.9,3.89,3.24,泌乳后期
26247,2026-05-25,658,3,22.4,4.12,3.24,泌乳后期
26248,2026-05-05,659,3,27.4,3.72,3.37,泌乳初期
26249,2026-05-15,659,3,27.9,4.0,3.28,泌乳初期
26250,2026-05-25,659,3,26.7,4.07,3.1,泌乳初期
26251,2026-05-05,660,3,23.8,3.91,3.29,泌乳初期
26252,2026-05-15,660,3,22.7,3.76,3.3,泌乳初期
26253,2026-05-25,660,3,21.9,4.13,3.36,泌乳初期
26254,2026-05-05,662,3,30.3,4.13,3.26,泌乳中期
26255,2026-05-15,662,3,29.8,3.78,3.26,泌乳中期
26256,2026-05-25,662,3,27.8,3.95,3.19,泌乳中期
26257,2026-05-05,663,3,22.5,3.77,3.33,泌乳后期
26258,2026-05-15,663,3,22.5,3.82,3.28,泌乳后期
26259,2026-05-25,663,3,21.1,4.02,3.25,泌乳后期
26260,2026-05-05,664,3,18.4,5.25,3.94,泌乳后期
26261,2026-05-15,664,3,16.8,5.38,3.86,泌乳后期
26262,2026-05-25,664,3,18.6,5.18,3.9,泌乳后期
26263,2026-05-05,666,3,16.1,4.56,3.46,泌乳初期
26264,2026-05-15,666,3,17.6,4.27,3.54,泌乳初期
26265,2026-05-25,666,3,17.0,4.52,3.55,泌乳初期
26266,2026-05-05,668,3,27.7,3.77,3.2,泌乳中期
26267,2026-05-15,668,3,29.1,3.81,3.37,泌乳中期
26268,2026-05-25,668,3,27.3,4.07,3.27,泌乳中期
26269,2026-05-05,669,3,22.7,4.1,3.18,泌乳初期
26270,2026-05-15,669,3,23.8,4.02,3.22,泌乳初期
26271,2026-05-25,669,3,22.5,4.16,3.22,泌乳初期
26272,2026-05-05,670,3,20.2,3.75,3.32,泌乳后期
26273,2026-05-15,670,3,21.7,4.09,3.28,泌乳后期
26274,2026-05-25,670,3,20.6,4.07,3.43,泌乳后期
26275,2026-05-05,671,3,18.2,4.33,3.41,泌乳中期
26276,2026-05-15,671,3,19.2,4.41,3.57,泌乳中期
26277,2026-05-25,671,3,19.2,4.53,3.47,泌乳中期
26278,2026-05-05,672,3,22.0,4.2,3.45,泌乳初期
26279,2026-05-15,672,3,21.8,4.3,3.43,泌乳初期
26280,2026-05-25,672,3,20.7,4.26,3.42,泌乳初期
26281,2026-05-05,673,3,21.9,5.45,3.82,泌乳中期
26282,2026-05-15,673,3,22.2,5.31,3.83,泌乳中期
26283,2026-05-25,673,3,23.0,5.32,3.82,泌乳中期
26284,2026-05-05,674,3,25.7,3.88,3.34,泌乳中期
26285,2026-05-15,674,3,27.1,3.95,3.31,泌乳中期
26286,2026-05-25,674,3,25.2,3.76,3.3,泌乳中期
26287,2026-05-05,675,3,22.5,5.29,3.73,泌乳中期
26288,2026-05-15,675,3,22.6,5.35,3.89,泌乳中期
26289,2026-05-25,675,3,22.2,5.17,3.97,泌乳中期
26290,2026-05-05,676,3,18.9,4.08,3.28,泌乳后期
26291,2026-05-15,676,3,20.0,3.72,3.29,泌乳后期
26292,2026-05-25,676,3,20.8,4.1,3.22,泌乳后期
26293,2026-05-05,677,3,26.5,5.01,3.69,泌乳中期
26294,2026-05-15,677,3,24.0,5.31,3.82,泌乳中期
26295,2026-05-25,677,3,26.1,5.55,3.82,泌乳中期
26296,2026-05-05,678,3,25.0,4.02,3.27,泌乳中期
26297,2026-05-15,678,3,24.5,3.93,3.36,泌乳中期
26298,2026-05-25,678,3,25.0,3.81,3.08,泌乳中期
26299,2026-05-05,679,3,27.2,3.89,3.22,泌乳中期
26300,2026-05-15,679,3,29.1,3.75,3.23,泌乳中期
26301,2026-05-25,679,3,28.7,3.84,3.35,泌乳中期
26302,2026-05-05,680,3,17.8,5.4,3.82,泌乳后期
26303,2026-05-15,680,3,17.5,5.61,4.01,泌乳后期
26304,2026-05-25,680,3,17.3,5.76,3.91,泌乳后期
26305,2026-05-05,681,3,20.1,4.48,3.67,泌乳初期
26306,2026-05-15,681,3,18.6,4.47,3.41,泌乳初期
26307,2026-05-25,681,3,19.4,4.49,3.38,泌乳初期
26308,2026-05-05,682,3,20.0,4.38,3.47,泌乳初期
26309,2026-05-15,682,3,17.9,4.51,3.43,泌乳初期
26310,2026-05-25,682,3,19.2,4.27,3.47,泌乳初期
26311,2026-05-05,683,3,27.3,3.71,3.29,泌乳中期
26312,2026-05-15,683,3,25.6,3.92,3.31,泌乳中期
26313,2026-05-25,683,3,25.6,3.9,3.22,泌乳中期
26314,2026-05-05,684,3,21.5,3.93,3.3,泌乳后期
26315,2026-05-15,684,3,21.6,4.03,3.35,泌乳后期
26316,2026-05-25,684,3,21.8,3.98,3.25,泌乳后期
26317,2026-05-05,685,3,27.3,3.83,3.2,泌乳初期
26318,2026-05-15,685,3,26.9,3.94,3.45,泌乳初期
26319,2026-05-25,685,3,28.5,3.96,3.27,泌乳初期
26320,2026-05-05,686,3,25.9,3.84,3.15,泌乳初期
26321,2026-05-15,686,3,27.4,3.78,3.24,泌乳初期
26322,2026-05-25,686,3,30.2,3.74,3.28,泌乳初期
26323,2026-05-05,687,3,21.9,4.12,3.29,泌乳后期
26324,2026-05-15,687,3,21.2,4.03,3.26,泌乳后期
26325,2026-05-25,687,3,23.3,4.05,3.33,泌乳后期
26326,2026-05-05,688,3,21.2,4.3,3.38,泌乳中期
26327,2026-05-15,688,3,21.0,4.41,3.58,泌乳中期
26328,2026-05-25,688,3,20.2,4.43,3.39,泌乳中期
26329,2026-05-05,689,3,32.7,3.88,3.24,泌乳中期
26330,2026-05-15,689,3,29.5,3.85,3.3,泌乳中期
26331,2026-05-25,689,3,30.1,3.66,3.15,泌乳中期
26332,2026-05-05,691,3,22.8,4.1,3.3,泌乳初期
26333,2026-05-15,691,3,23.7,3.94,3.24,泌乳初期
26334,2026-05-25,691,3,23.3,3.99,3.22,泌乳初期
26335,2026-05-05,692,3,21.8,4.13,3.22,泌乳后期
26336,2026-05-15,692,3,19.5,4.05,3.26,泌乳后期
26337,2026-05-25,692,3,19.8,4.05,3.33,泌乳后期
26338,2026-05-05,693,3,26.1,3.84,3.35,泌乳初期
26339,2026-05-15,693,3,27.3,3.93,3.15,泌乳初期
26340,2026-05-25,693,3,25.6,3.89,3.26,泌乳初期
26341,2026-05-05,694,3,23.7,3.86,3.3,泌乳初期
26342,2026-05-15,694,3,24.0,3.95,3.22,泌乳初期
26343,2026-05-25,694,3,23.0,3.96,3.31,泌乳初期
26344,2026-05-05,695,3,33.4,3.74,3.13,泌乳中期
26345,2026-05-15,695,3,32.6,3.89,3.24,泌乳中期
26346,2026-05-25,695,3,32.4,3.93,3.12,泌乳中期
